Stage Name,Day,Artist(s),Start Time,End Time
"Bbc Music Introducing",SATURDAY,"KINGFISHR",14:30,15:00
"Bbc Music Introducing",SATURDAY,"TIANNA",15:30,16:00
"Bbc Music Introducing",SATURDAY,"ARLO PARKS",16:30,17:00
"Bbc Music Introducing",SATURDAY,"LIZZIE ESAU",17:30,18:00
"Bbc Music Introducing",SATURDAY,"1XTRA PRE-PARTY TAKEOVER WITH DJ TARGET",19:00,21:00
"Bbc Music Introducing",SATURDAY,"RADIO 2'S ALTERNATIVE SOUNDS OF THE 90S WITH DERMOT O'LEARY",00:30,02:30
"Bbc Music Introducing",SUNDAY,"GIRLBAND!",12:30,13:00
"Bbc Music Introducing",SUNDAY,"CHIEDU ORAKA",13:30,14:00
"Bbc Music Introducing",SUNDAY,"MAYA LAKHANI",14:30,15:00
"Bbc Music Introducing",SUNDAY,"SABIYHA",15:30,16:00
"Bbc Music Introducing",SUNDAY,"PARIS PALOMA",16:30,17:00
"Bbc Music Introducing",SUNDAY,"ANTONY SZMIEREK",17:30,18:00
"Bbc Music Introducing",SUNDAY,"DEJA",18:30,19:00
"Bbc Music Introducing",SUNDAY,"JORDAN MACKAMPA",19:30,20:00
"Bbc Music Introducing",SUNDAY,"HAK BAKER",20:30,21:00
"The Hive",SUNDAY,"MAS QUE NADA TAKEOVER: TOMMY TICKLE",01:30,02:30
"The Hive",SUNDAY,"MAS QUE NADA TAKEOVER: MAS QUE NADA BROS",00:00,01:30
"The Hive",SUNDAY,"MAS QUE NADA TAKEOVER: ELLIOT SCHOOLING & LIAM PALMER",23:00,00:00
"The Hive",SUNDAY,"MAS QUE NADA TAKEOVER: CHARLIE BOON B2B MEG WARD",22:00,23:00
"The Hive",SUNDAY,"MAS QUE NADA TAKEOVER: JESS ISZATT",21:00,22:00
"The Hive",SUNDAY,"MAS QUE NADA TAKEOVER: MITCH NUNN B2B JOSH PARKINSON",20:00,21:00
"The Hive",SUNDAY,"MAS QUE NADA TAKEOVER: OSMAAN",19:00,20:00
"The Hive",SUNDAY,"MAS QUE NADA TAKEOVER: KIIMI (DJ SET)",18:00,19:00
"The Hive",SUNDAY,"GENTLEMAN GEORGE",16:45,17:45
"The Hive",SUNDAY,"MS PINK",15:45,16:45
"The Hive",SUNDAY,"HIVEBORN",15:10,15:40
"The Hive",SUNDAY,"JAMES HUMPHRYS",14:05,14:50
"The Hive",SUNDAY,"JOHN E VISTIC",13:15,13:45
"The Hive",SUNDAY,"WALTER KOCAYS",12:15,12:55
"The Hive",SUNDAY,"ALEX PRIDDICE",11:30,12:05
"The Hive",SATURDAY,"MR WEST (WESTIVAL)",02:00,03:00
"The Hive",SATURDAY,"TYPE ONE COMMUNITY: DAISY B2B SOPHIA VIOLET (GIRLS DON'T SYNC)",01:00,02:00
"The Hive",SATURDAY,"TYPE ONE COMMUNITY: JAYU B2B KYLE PARSLEY",00:00,01:00
"The Hive",SATURDAY,"MELLOWMATIC",22:50,23:50
"The Hive",SATURDAY,"STAY HUNGRY",21:20,22:20
"The Hive",SATURDAY,"SHADE UK",20:30,21:15
"The Hive",SATURDAY,"PETEBOX",19:25,20:10
"The Hive",SATURDAY,"IMPERIAL WAX",18:20,19:05
"The Hive",SATURDAY,"JACK VALERO",17:15,18:00
"The Hive",SATURDAY,"BOSS CASS",16:10,16:55
"The Hive",SATURDAY,"PROBLEM PATTERNS",15:05,15:50
"The Hive",SATURDAY,"BLANEY",14:00,14:45
"The Hive",SATURDAY,"CHIMER",13:10,13:40
"The Hive",SATURDAY,"DAN OTTEWELL",12:30,13:00
"The Hive",SATURDAY,"BETHANY HUMPHRIES",11:40,12:20
"The Hive",SATURDAY,"DIRK LANDISH",11:00,11:30
"The Hive",FRIDAY,"HIVEBORN",02:30,03:00
"The Hive",FRIDAY,"KING DINOSAUR",01:30,02:30
"The Hive",FRIDAY,"N'FAMADY KOUYATÉ",00:00,01:00
"The Hive",FRIDAY,"JFB",22:30,23:30
"The Hive",FRIDAY,"VULVA VOCE",21:45,22:15
"The Hive",FRIDAY,"THE BAREFOOT BANDIT",20:30,21:30
"The Hive",FRIDAY,"RUMBLE IN THE JUNGLE TAKEOVER: MONROLLER B2B NOISY ANTICS",19:00,20:00
"The Hive",FRIDAY,"RUMBLE IN THE JUNGLE TAKEOVER: ZIMMA B2B ESME BANKS",18:00,19:00
"The Hive",FRIDAY,"RUMBLE IN THE JUNGLE TAKEOVER: HAYCH",17:00,18:00
"The Hive",FRIDAY,"RUMBLE IN THE JUNGLE TAKEOVER: FRENETIC B2B KATALYST",16:00,17:00
"The Hive",FRIDAY,"RUMBLE IN THE JUNGLE TAKEOVER: RUMBLE RESIDENTS",15:00,16:00
"The Hive",FRIDAY,"CONGO IAIN",14:00,15:00
"The Hive",FRIDAY,"BEATBOX COLLECTIVE & ROGUE WAVE",13:10,13:55
"The Hive",FRIDAY,"JON PARRY",12:10,12:55
"The Hive",FRIDAY,"JASON VEGAS BUTLER",11:30,12:00
"The Hive",FRIDAY,"GRAHAM CHILCOTT",11:00,11:30
"The Hive",THURSDAY,"HIVEBORN",23:00,03:00
"The Hive",THURSDAY,"KISKADEE",22:00,23:00
"The Hive",THURSDAY,"SOCK DRAWER",21:05,21:50
"The Hive",THURSDAY,"PERSIAJOON",20:05,20:50
"The Hive",THURSDAY,"MOSS KISSING",19:05,19:50
"The Hive",THURSDAY,"ENJOYABLE LISTENS",18:20,18:50
"The Hive",THURSDAY,"PUSHPIN",17:25,18:10
"The Hive",THURSDAY,"SABIYHA",16:20,17:05
"The Hive",THURSDAY,"MICHAEL BAKER",15:15,16:00
"The Hive",THURSDAY,"E. M. KANE",14:15,15:00
"The Hive",THURSDAY,"JEANIE WHITE",13:35,14:05
"The Hive",THURSDAY,"ROUTE 500",12:45,13:25
"The Hive",THURSDAY,"JACK FRANCIS",11:50,12:35
"Babylon Uprising",THURSDAY,"AÆE B2B DISMANTLE B2B FONZO B2B SAM INTERFACE",01:00,02:45
"Babylon Uprising",THURSDAY,"RUKUS",00:00,01:00
"Babylon Uprising",THURSDAY,"DANNY RANKIN",23:00,00:00
"Babylon Uprising",THURSDAY,"YOURBOYKIRAN",22:00,23:00
"Babylon Uprising",THURSDAY,"JEREMIAH ASIAMAH B2B TURNO FT CHARLOTTE PLANK - WE ARE FRIENDS TAKEOVER",21:15,22:00
"Babylon Uprising",THURSDAY,"JEREMIAH ASIAMAH B2B P-RALLEL & OPPIDAN - WE ARE FRIENDS TAKEOVER",20:30,21:15
"Babylon Uprising",THURSDAY,"JEREMIAH ASIAMAH B2B L-VIS 1990 - WE ARE FRIENDS TAKEOVER",19:45,20:30
"Babylon Uprising",THURSDAY,"JEREMIAH ASIAMAH - WE ARE FRIENDS TAKEOVER",19:00,19:45
"Babylon Uprising",THURSDAY,"COCO EM B2B BADMAN BANTOU - VILLAGE CUTS TAKEOVER",18:00,19:00
"Babylon Uprising",THURSDAY,"ARTHI - VILLAGE CUTS TAKEOVER",17:00,18:00
"Babylon Uprising",THURSDAY,"FUTURE BOUNCE - VILLAGE CUTS TAKEOVER",16:00,17:00
"Babylon Uprising",THURSDAY,"VILLAGE CUTS - VILLAGE CUTS TAKEOVER",15:00,16:00
"Babylon Uprising",THURSDAY,"MEARE GENTLEMANS SPORTS & LEISURE",12:00,15:00
"Babylon Uprising",FRIDAY,"KENNETH",02:00,02:45
"Babylon Uprising",FRIDAY,"TEEZLE B2B CAPTION",01:00,02:00
"Babylon Uprising",FRIDAY,"DOUBLE O",00:00,01:00
"Babylon Uprising",FRIDAY,"DJ ADHD & NIKKI NAIR",23:00,00:00
"Babylon Uprising",FRIDAY,"NEFFA-T",22:00,23:00
"Babylon Uprising",FRIDAY,"YEMZ",21:00,22:00
"Babylon Uprising",FRIDAY,"CHARLES GREEN",20:00,21:00
"Babylon Uprising",FRIDAY,"RO-G1 & LESULA - INTROSPECT TAKEOVER",19:00,20:00
"Babylon Uprising",FRIDAY,"YUSHH - INTROSPECT TAKEOVER",18:00,19:00
"Babylon Uprising",FRIDAY,"FARRELL - INTROSPECT TAKEOVER",17:00,18:00
"Babylon Uprising",FRIDAY,"SHE WILL PROVIDE",16:00,17:00
"Babylon Uprising",FRIDAY,"CONTROL FREAK",15:00,16:00
"Babylon Uprising",FRIDAY,"R.E.D",14:00,15:00
"Babylon Uprising",FRIDAY,"FARHANNAH",13:00,14:00
"Babylon Uprising",FRIDAY,"GUTTY",12:00,13:00
"Babylon Uprising",FRIDAY,"MIGHTY MIGHTY J",11:30,12:00
"Babylon Uprising",SATURDAY,"MAX GURN VS DRIPPY CHIN",01:00,02:45
"Babylon Uprising",SATURDAY,"BLUETOOF B2B MI-EL",00:00,01:00
"Babylon Uprising",SATURDAY,"SILVA BUMPA",23:00,00:00
"Babylon Uprising",SATURDAY,"SSBB: SAMURAI BREAKS B2B TOBY ROSS",22:00,23:00
"Babylon Uprising",SATURDAY,"DR DUBPLATE",21:00,22:00
"Babylon Uprising",SATURDAY,"FLISS MAYO",20:00,21:00
"Babylon Uprising",SATURDAY,"IN DUB WE TRUST",19:00,20:00
"Babylon Uprising",SATURDAY,"RISHI",18:00,19:00
"Babylon Uprising",SATURDAY,"SAFIYE",17:00,18:00
"Babylon Uprising",SATURDAY,"GARRETT DAVID - ELLA KNIGHT'S HOUSE PARTY",16:15,17:00
"Babylon Uprising",SATURDAY,"GRACE SANDS - ELLA KNIGHT'S HOUSE PARTY",15:30,16:15
"Babylon Uprising",SATURDAY,"ELLA KNIGHT - ELLA KNIGHT'S HOUSE PARTY",14:45,15:30
"Babylon Uprising",SATURDAY,"ELVÉ - ELLA KNIGHT'S HOUSE PARTY",14:00,14:45
"Babylon Uprising",SATURDAY,"NJ CARTER",13:00,14:00
"Babylon Uprising",SATURDAY,"REASON SOUND B2B MISS CHILLY",12:00,13:00
"Babylon Uprising",SATURDAY,"MIGHTY MIGHTY J",11:30,12:00
"Babylon Uprising",SUNDAY,"GRIDLOCK IN PARLIAMENT",19:00,02:45
"Babylon Uprising",SUNDAY,"ATKI2, DUB BOY & JONESY WALES",17:00,19:00
"Babylon Uprising",SUNDAY,"YING, OH ANNIE OH, DJ CLEANSHIRT & MC DANDAN",16:00,17:00
"Babylon Uprising",SUNDAY,"SYMEON",15:00,16:00
"Babylon Uprising",SUNDAY,"CARDINAL SOUND - ORIGINS SET",14:00,15:00
"Babylon Uprising",SUNDAY,"PIXELS",12:00,14:00
"Babylon Uprising",SUNDAY,"MIGHTY MIGHTY J B2B TILLY B",11:30,12:00
"10 Aces",THURSDAY,"THRILL COLLINS",17:45,18:30
"10 Aces",THURSDAY,"FRANK HARVEY TRIO",17:00,17:40
"10 Aces",THURSDAY,"COCOA BUTTER CLUB CABARET",16:25,16:55
"10 Aces",THURSDAY,"CASH COWS",15:30,16:15
"10 Aces",THURSDAY,"FIGS IN WIGS - ASTROLOGY BINGO!",14:20,15:20
"10 Aces",THURSDAY,"REZON8 ARTIST SHOWCASE",13:40,14:10
"10 Aces",THURSDAY,"COCOA BUTTER CLUB CABARET",13:00,13:30
"10 Aces",FRIDAY,"BEATBOX COLLECTIVE",17:35,18:00
"10 Aces",FRIDAY,"MILKSHED",17:00,17:30
"10 Aces",FRIDAY,"FRANK HARVEY TRIO",16:25,16:55
"10 Aces",FRIDAY,"FIGS IN WIGS - ASTROLOGY BINGO!",15:30,16:20
"10 Aces",FRIDAY,"SANDPIPER",14:20,15:20
"10 Aces",FRIDAY,"REZON8 ARTIST SHOWCASE",13:40,14:10
"10 Aces",FRIDAY,"COCOA BUTTER CLUB CABARET",13:00,13:30
"10 Aces",SATURDAY,"BEATBOX COLLECTIVE",17:30,18:00
"10 Aces",SATURDAY,"RED HOT RIOT",16:20,17:20
"10 Aces",SATURDAY,"RIFF RAFF KABERETT",15:40,16:10
"10 Aces",SATURDAY,"CASH COWS",14:50,13:30
"10 Aces",SATURDAY,"REZON8 ARTIST SHOWCASE",13:40,14:10
"10 Aces",SATURDAY,"RIFF RAFF KABERETT",13:00,13:30
"10 Aces",SUNDAY,"RED HOT RIOT",17:20,18:00
"10 Aces",SUNDAY,"CASH COWS",16:20,17:10
"10 Aces",SUNDAY,"FIGS IN WIGS - ASTROLOGY BINGO!",15:30,16:10
"10 Aces",SUNDAY,"RIFF RAFF KABERETT",15:00,15:30
"10 Aces",SUNDAY,"CASH COWS",14:20,14:50
"10 Aces",SUNDAY,"COCOA BUTTER CLUB CABARET",13:40,14:10
"10 Aces",SUNDAY,"REZON8 ARTIST SHOWCASE",13:00,13:30
"Deluxe Diner",WEDNESDAY,"OPEN",ALL DAY,ALL DAY
"Deluxe Diner",THURSDAY,"NOBLE & HEATH",01:30,03:00
"Deluxe Diner",THURSDAY,"ACID JOE",00:00,01:30
"Deluxe Diner",THURSDAY,"ETHAN FORKS",22:30,00:00
"Deluxe Diner",THURSDAY,"WIZARD OTR",20:30,22:30
"Deluxe Diner",FRIDAY,"NICKY,NICKY",04:30,06:00
"Deluxe Diner",FRIDAY,"ROXANNE ROLL",03:00,04:30
"Deluxe Diner",FRIDAY,"NOBLE & HEATH",01:30,03:00
"Deluxe Diner",FRIDAY,"NOEL WATSON",00:00,01:30
"Deluxe Diner",FRIDAY,"CHRIS HOLT",22:30,00:00
"Deluxe Diner",FRIDAY,"GUEST DJ",21:00,22:30
"Deluxe Diner",SATURDAY,"LOUIE,LOUIE",04:30,06:00
"Deluxe Diner",SATURDAY,"NICKY,NICKY",03:00,04:30
"Deluxe Diner",SATURDAY,"ANDY P",01:30,03:00
"Deluxe Diner",SATURDAY,"NOEL WATSON",00:00,01:30
"Deluxe Diner",SATURDAY,"PERRI KAYE",22:30,00:00
"Deluxe Diner",SATURDAY,"GUEST DJ",21:30,22:30
"Deluxe Diner",SUNDAY,"WHITTS/ ANDY P/ CHRIS HOLT",02:00,05:00
"Deluxe Diner",SUNDAY,"CHRIS HOLT",00:30,02:00
"Deluxe Diner",SUNDAY,"PERRI KAYE",23:00,00:30
"Deluxe Diner",SUNDAY,"GUEST DJ",21:30,23:00
"The Rocket Lounge",WEDNESDAY,"OPEN",20:00,00:00
"The Rocket Lounge",THURSDAY,"THE TROJANS",02:00,03:00
"The Rocket Lounge",THURSDAY,"(THE) US",01:00,02:00
"The Rocket Lounge",THURSDAY,"LOS DEDOS",00:00,01:00
"The Rocket Lounge",THURSDAY,"GUNS OF NAVARONE",23:00,00:00
"The Rocket Lounge",THURSDAY,"PRONGHORN",22:00,23:00
"The Rocket Lounge",THURSDAY,"MARCHING SKALETONS",21:00,22:00
"The Rocket Lounge",THURSDAY,"SISTER SUZIE",20:00,21:00
"The Rocket Lounge",THURSDAY,"DJ RUBY FLASHMAN",20:00,03:00
"The Rocket Lounge",FRIDAY,"DOWNSETTERS",05:00,06:00
"The Rocket Lounge",FRIDAY,"OLD TIME SAILORS",03:45,05:00
"The Rocket Lounge",FRIDAY,"THE TROJANS",02:00,03:45
"The Rocket Lounge",FRIDAY,"FRANK HARVEY TRIO",01:00,02:00
"The Rocket Lounge",FRIDAY,"RED HOT RIOT",00:00,01:00
"The Rocket Lounge",FRIDAY,"SISTER SUZIE",23:00,00:00
"The Rocket Lounge",FRIDAY,"DJ BABY SOUL",22:00,06:00
"The Rocket Lounge",SATURDAY,"US",05:00,06:00
"The Rocket Lounge",SATURDAY,"THE DOWNSETTERS",03:45,05:00
"The Rocket Lounge",SATURDAY,"THE TROJANS",02:00,03:00
"The Rocket Lounge",SATURDAY,"THE MARCHING SKALETONS",01:00,02:00
"The Rocket Lounge",SATURDAY,"FRANK HARVEY TRIO",00:00,01:00
"The Rocket Lounge",SATURDAY,"SISTER SUZIE",23:00,00:00
"The Rocket Lounge",SATURDAY,"DJ MR MASS",22:00,06:00
"The Rocket Lounge",SUNDAY,"NEW YORK BRASS BAND",04:00,05:00
"The Rocket Lounge",SUNDAY,"OLD TIME SAILORS",03:00,04:00
"The Rocket Lounge",SUNDAY,"THE DOWNSETTERS",02:00,03:00
"The Rocket Lounge",SUNDAY,"US",01:00,02:00
"The Rocket Lounge",SUNDAY,"FRANK HARVEY TRIO",00:00,01:00
"The Rocket Lounge",SUNDAY,"RED HOT RIOT",23:00,00:00
"The Rocket Lounge",SUNDAY,"DJ GAZ",22:00,05:00
"Glasto Latino",WEDNESDAY,"INDIRA ROMAN Y AJI PA' TI (ACOUSTIC)",20:00,21:30
"Glasto Latino",WEDNESDAY,"CARNIVAL",19:30,20:00
"Glasto Latino",WEDNESDAY,"DANCE CLASS: SALSA",17:00,18:00
"Glasto Latino",WEDNESDAY,"DANCE CLASS: SAMBA",16:00,17:00
"Glasto Latino",WEDNESDAY,"DANCE CLASS: SALSA",15:00,16:00
"Glasto Latino",WEDNESDAY,"DANCE CLASS: SAMBA",14:00,15:00
"Glasto Latino",WEDNESDAY,"DANCE CLASS: SALSA",13:00,14:00
"Glasto Latino",THURSDAY,"LATIN PARTY",23:00,00:00
"Glasto Latino",THURSDAY,"INDIRA ROMAN Y AJI PA' TI",21:30,23:00
"Glasto Latino",THURSDAY,"CARNIVAL",21:00,21:30
"Glasto Latino",THURSDAY,"DANCE CLASS: SALSA",17:00,18:00
"Glasto Latino",THURSDAY,"DANCE CLASS: SAMBA",16:00,17:00
"Glasto Latino",THURSDAY,"DANCE CLASS: SALSA",15:00,16:00
"Glasto Latino",THURSDAY,"DANCE CLASS: SAMBA",14:00,15:00
"Glasto Latino",THURSDAY,"DANCE CLASS: SALSA",13:00,14:00
"Glasto Latino",FRIDAY,"LATIN PARTY",01:30,03:00
"Glasto Latino",FRIDAY,"HAILA Y SU ORQUESTA",00:00,01:30
"Glasto Latino",FRIDAY,"DJ AND DANCING",23:00,00:00
"Glasto Latino",FRIDAY,"DANCE CLASS: REGGAETON",18:00,19:00
"Glasto Latino",FRIDAY,"DANCE CLASS: SALSA",17:00,18:00
"Glasto Latino",FRIDAY,"DANCE CLASS: SAMBA",16:00,17:00
"Glasto Latino",FRIDAY,"DANCE CLASS: SALSA",15:00,16:00
"Glasto Latino",FRIDAY,"DANCE CLASS: SAMBA",14:00,15:00
"Glasto Latino",FRIDAY,"DANCE CLASS: SALSA",13:00,14:00
"Glasto Latino",FRIDAY,"CARNIVAL",12:30,13:00
"Glasto Latino",SATURDAY,"LATIN PARTY",01:30,03:00
"Glasto Latino",SATURDAY,"ELIANE CORREA & LA EVOLUCIÓN ORQUESTA",00:00,01:30
"Glasto Latino",SATURDAY,"DJ AND DANCING",23:30,00:00
"Glasto Latino",SATURDAY,"DANCE CLASS: REGGAETON",18:00,19:00
"Glasto Latino",SATURDAY,"DANCE CLASS: SALSA",17:00,18:00
"Glasto Latino",SATURDAY,"DANCE CLASS: SAMBA",16:00,17:00
"Glasto Latino",SATURDAY,"DANCE CLASS: SALSA",15:00,16:00
"Glasto Latino",SATURDAY,"DANCE CLASS: SAMBA",14:00,15:00
"Glasto Latino",SATURDAY,"DANCE CLASS: SALSA",13:00,14:00
"Glasto Latino",SATURDAY,"CARNIVAL",12:30,13:00
"Glasto Latino",SUNDAY,"LATIN PARTY",01:00,02:30
"Glasto Latino",SUNDAY,"TIMBA BRITANICA FT MAYITO RIVERA",23:30,01:00
"Glasto Latino",SUNDAY,"DJ AND DANCING",23:00,23:30
"Glasto Latino",SUNDAY,"DANCE CLASS: REGGAETON",17:30,18:30
"Glasto Latino",SUNDAY,"DANCE CLASS: SALSA",16:30,17:30
"Glasto Latino",SUNDAY,"DANCE CLASS: SAMBA",15:30,16:30
"Glasto Latino",SUNDAY,"DANCE CLASS: SALSA",14:30,15:30
"Glasto Latino",SUNDAY,"DANCE CLASS: SAMBA",13:30,14:30
"Glasto Latino",SUNDAY,"DANCE CLASS: SALSA",12:30,13:30
"Glasto Latino",SUNDAY,"CARNIVAL",12:00,12:30
"Pilton Palais Cinema",WEDNESDAY,"THE LOST BOYS 15",22:15,23:55
"Pilton Palais Cinema",WEDNESDAY,"BILLY CONNOLLY: BIG BANANA FEET 12A",20:45,22:05
"Pilton Palais Cinema",WEDNESDAY,"MIGRATION U",19:00,21:35
"Pilton Palais Cinema",WEDNESDAY,"THE FALL GUY 12A",16:45,18:55
"Pilton Palais Cinema",WEDNESDAY,"BARBIE 12",14:45,16:40
"Pilton Palais Cinema",WEDNESDAY,"KUNG FU PANDA 4 PG",13:00,14:35
"Pilton Palais Cinema",THURSDAY,"ABIGAIL 18",00:30,02:00
"Pilton Palais Cinema",THURSDAY,"THIS IS SPINAL TAP 40TH ANNIVERSARY + VIDEO INTRO WITH ROB REINER 15",23:00,00:25
"Pilton Palais Cinema",THURSDAY,"PROBLEMISTA + INTRO WITH TILDA SWINTON 12A",21:00,22:50
"Pilton Palais Cinema",THURSDAY,"NATIONAL THEATRE LIVE: VANYA 15",18:30,20:55
"Pilton Palais Cinema",THURSDAY,"PNYC: PORTISHEAD - ROSELAND NEW YORK 25TH  ANNIVERSARY +  INTRO WITH ADRIAN UTLEY PG",16:45,18:15
"Pilton Palais Cinema",THURSDAY,"THE ACOLYTE  12A",14:45,16:30
"Pilton Palais Cinema",THURSDAY,"THE GARFIELD MOVIE U",13:00,14:40
"Pilton Palais Cinema",FRIDAY,"BABY DRIVER  + INTRO-Q&A WITH DIRECTOR EDGAR WRIGHT  15",00:30,02:40
"Pilton Palais Cinema",FRIDAY,"ALL OF US STRANGERS + Q&A  WITH PAUL MESCAL, ANDREW SCOTT  & DIRECTOR ANDREW HAIGH 15",18:30,20:45
"Pilton Palais Cinema",FRIDAY,"DUNE: PART 2   +  INTRO-Q&A  WITH FLORENCE PUGH 12A",15:00,18:15
"Pilton Palais Cinema",FRIDAY,"THE GREATEST SHOWMAN SING-A-LONG PG",13:00,14:45
"Pilton Palais Cinema",FRIDAY,"INSIDE OUT 2 PG",11:00,12:40
"Pilton Palais Cinema",SATURDAY,"ONLY LOVERS LEFT ALIVE + INTRO-Q&A WITH TILDA SWINTON 15",00:30,03:00
"Pilton Palais Cinema",SATURDAY,"ENO + Q&A WITH DIRECTOR GARY HUSTWIT  12A",19:45,21:55
"Pilton Palais Cinema",SATURDAY,"FURIOSA: A MAD MAX SAGA 15",17:15,19:45
"Pilton Palais Cinema",SATURDAY,"KNEECAP  + Q&A  WITH BAND & DIRECTOR 18",15:00,17:15
"Pilton Palais Cinema",SATURDAY,"SHAUN OF THE DEAD 20TH ANNIVERSARY + INTRO  WITH SIMON PEGG & EDGAR WRIGHT 15",13:00,15:00
"Pilton Palais Cinema",SATURDAY,"VANYA: Q&A ONLY WITH ANDREW SCOTT IN ATTENDANCE",12:30,13:00
"Pilton Palais Cinema",SATURDAY,"DESPICABLE ME 4 U",11:00,12:25
"Pilton Palais Cinema",SUNDAY,"A GIRL WALKS HOME ALONE AT NIGHT 15",00:30,02:35
"Pilton Palais Cinema",SUNDAY,"NOSFERATU (1922) + INTRO WITH DAN SMITH AND LIVE SCORE BY CHRIS GREEN PG",19:30,21:10
"Pilton Palais Cinema",SUNDAY,"GUARDIANS OF THE GALAXY VOL.3 12",16:30,19:00
"Pilton Palais Cinema",SUNDAY,"UNICORNS  + Q&A WITH BEN HARDY, JASON PATEL AND DIRECTORS 15",14:00,16:30
"Pilton Palais Cinema",SUNDAY,"I'M NOT THERE + Q&A WITH CATE BLANCHETT 15",11:00,13:45
"Tree Stage",WEDNESDAY,"DAVID R ABRAM - PREHISTORIC BRITAIN FROM THE AIR",23:30,00:15
"Tree Stage",WEDNESDAY,"SAM LEE - AN OAK SONG, A FOLKSONG AND A NIGHTINGALE",22:30,23:30
"Tree Stage",WEDNESDAY,"MERLIN SHELDRAKE WITH EMILY EAVIS",21:30,22:30
"Tree Stage",WEDNESDAY,"YOUTH FT JAKE STORM - ALLEN GINSBERG'S IRON HORSE",21:00,21:30
"Tree Stage",WEDNESDAY,"JASMIN HARSONO - OPENING MEDITATION",20:15,21:00
"Tree Stage",WEDNESDAY,"JAN VAN IJKEN & ENTITY - THE ART OF FLYING",19:30,20:15
"Tree Stage",WEDNESDAY,"OPENING CEREMONY & FIRE PROCESSION",19:00,19:30
"Tree Stage",THURSDAY,"STEVE HILLAGE & MIQUETTE GIRAUDY PERFORMING RAINBOW DOME MUSICK",01:40,02:55
"Tree Stage",THURSDAY,"YOUTH",00:50,01:40
"Tree Stage",THURSDAY,"DANIEL AVERY",23:50,00:50
"Tree Stage",THURSDAY,"VIOLETA VICCI",22:50,23:50
"Tree Stage",THURSDAY,"ANA ROXANNE",21:55,22:50
"Tree Stage",THURSDAY,"CHLOE SLOMO A/V",21:05,21:55
"Tree Stage",THURSDAY,"STEVEN WILSON THE HARMONY CODEX TITLE TRACK IN QUADRAPHONIC",20:55,21:05
"Tree Stage",THURSDAY,"PECQ",19:40,20:55
"Tree Stage",THURSDAY,"THE EGG AMBIENT SET",18:50,19:40
"Tree Stage",THURSDAY,"INTERVAL",18:40,18:50
"Tree Stage",THURSDAY,"STEVE DAVIS & KAVUS TORABI AMBIENT DJ SET",17:30,18:40
"Tree Stage",THURSDAY,"INTERVAL",16:30,17:30
"Tree Stage",THURSDAY,"MIXMASTER MORRIS",15:15,16:30
"Tree Stage",THURSDAY,"FISH56OCTAGON AMBIENT DJ SET",14:15,15:15
"Tree Stage",THURSDAY,"MIXMASTER MORRIS",13:15,14:15
"Tree Stage",THURSDAY,"MERLIN SHELDRAKE",12:30,13:15
"Tree Stage",THURSDAY,"MAT COLLISHAW - EVEN TO THE END",12:10,12:30
"Tree Stage",THURSDAY,"JAN VAN IJKEN & ENTITY - PLANKTONIUM",11:30,12:10
"Tree Stage",THURSDAY,"ENTITY",11:00,11:30
"Tree Stage",FRIDAY,"MAX COOPER AMBIENT LIVE AV",00:50,02:50
"Tree Stage",FRIDAY,"KMRU",00:00,00:50
"Tree Stage",FRIDAY,"MAT COLLISHAW - EVEN TO THE END",23:45,00:00
"Tree Stage",FRIDAY,"INTERVAL",ALL DAY,ALL DAY
"Tree Stage",FRIDAY,"PROFESSOR BRIAN COX IN CONVERSATION",10:30,11:15
"Tree Stage",SATURDAY,"THE QUADALAKALAKA CLUB",02:00,02:50
"Tree Stage",SATURDAY,"JAMES BURTON (WARP RECORDS) WARP BEATLESS MIX",00:50,02:00
"Tree Stage",SATURDAY,"JON HOPKINS - RITUAL - IMMERSIVE ALBUM LISTENING EXPERIENCE",00:00,00:50
"Tree Stage",SATURDAY,"MAT COLLISHAW - EVEN TO THE END",23:45,00:00
"Tree Stage",SATURDAY,"INTERVAL",ALL DAY,ALL DAY
"Tree Stage",SATURDAY,"JASMIN HARSONO - IMMERSIVE AMBIENT LIVE SOUNDS AND VISUALS",11:00,11:30
"Tree Stage",SUNDAY,"BLEEP43 : PRESENTS",ALL DAY,ALL DAY
"Tree Stage",SUNDAY,"KONX-OM-PAX",01:20,02:20
"Tree Stage",SUNDAY,"DAN BEAN",01:10,01:20
"Tree Stage",SUNDAY,"BEA BRENNAN",00:10,01:10
"Tree Stage",SUNDAY,"DAN BEAN",00:00,00:10
"Tree Stage",SUNDAY,"RROSE",23:00,00:00
"Tree Stage",SUNDAY,"MAT COLLISHAW - EVEN TO THE END",22:45,23:00
"San Remo",THURSDAY,"JOB JOBSE",01:00,03:00
"San Remo",THURSDAY,"DIXON",23:00,01:00
"San Remo",THURSDAY,"MARIE MONTEXIER",21:30,23:00
"San Remo",THURSDAY,"AMALIAH",20:00,21:30
"San Remo",THURSDAY,"FAFI ABDEL NOUR",18:30,20:00
"San Remo",THURSDAY,"ALEX KASSIAN",17:00,18:30
"San Remo",THURSDAY,"CC:DISCO!",15:00,17:00
"San Remo",THURSDAY,"RUBY SAVAGE",13:30,15:00
"San Remo",THURSDAY,"WASTED SPACE & MANUEL DARQUART",12:00,13:30
"San Remo",THURSDAY,"ROOM SERVICE",10:00,12:00
